,DATE,PLANT_NAME,MATERIAL_NAME,TOTAL_UNRESTRICTED_STOCK
422,2024/11/30,CHINA-WAREHOUSE,MAT-0046,821300
423,2024/11/30,CHINA-WAREHOUSE,MAT-0047,573525
424,2024/11/30,CHINA-WAREHOUSE,MAT-0049,142550
425,2024/11/30,CHINA-WAREHOUSE,MAT-0052,158400
426,2024/11/30,CHINA-WAREHOUSE,MAT-0053,242350
427,2024/11/30,CHINA-WAREHOUSE,MAT-0055,148275
428,2024/11/30,CHINA-WAREHOUSE,MAT-0056,1223375
429,2024/11/30,CHINA-WAREHOUSE,MAT-0057,7625
430,2024/11/30,CHINA-WAREHOUSE,MAT-0058,3367
431,2024/11/30,CHINA-WAREHOUSE,MAT-0060,70700
432,2024/11/30,CHINA-WAREHOUSE,MAT-0065,428275
433,2024/11/30,CHINA-WAREHOUSE,MAT-0066,18650
434,2024/11/30,CHINA-WAREHOUSE,MAT-0067,24750
435,2024/11/30,CHINA-WAREHOUSE,MAT-0068,20250
436,2024/11/30,CHINA-WAREHOUSE,MAT-0069,1000
437,2024/11/30,CHINA-WAREHOUSE,MAT-0070,20000
438,2024/11/30,CHINA-WAREHOUSE,MAT-0071,123700
439,2024/11/30,CHINA-WAREHOUSE,MAT-0082,1036250
440,2024/11/30,CHINA-WAREHOUSE,MAT-0084,535075
441,2024/11/30,CHINA-WAREHOUSE,MAT-0085,794825
442,2024/11/30,CHINA-WAREHOUSE,MAT-0086,90250
443,2024/11/30,CHINA-WAREHOUSE,MAT-0087,250250
444,2024/11/30,CHINA-WAREHOUSE,MAT-0091,60375
445,2024/11/30,CHINA-WAREHOUSE,MAT-0092,308500
446,2024/11/30,CHINA-WAREHOUSE,MAT-0096,0
447,2024/11/30,CHINA-WAREHOUSE,MAT-0097,93700
448,2024/11/30,CHINA-WAREHOUSE,MAT-0098,273450
449,2024/11/30,CHINA-WAREHOUSE,MAT-0099,857650
450,2024/11/30,CHINA-WAREHOUSE,MAT-0101,49125
451,2024/11/30,CHINA-WAREHOUSE,MAT-0102,24700
452,2024/11/30,CHINA-WAREHOUSE,MAT-0104,175
453,2024/11/30,CHINA-WAREHOUSE,MAT-0105,6075
454,2024/11/30,CHINA-WAREHOUSE,MAT-0106,77975
455,2024/11/30,CHINA-WAREHOUSE,MAT-0108,176650
456,2024/11/30,CHINA-WAREHOUSE,MAT-0111,71500
457,2024/11/30,CHINA-WAREHOUSE,MAT-0112,227875
458,2024/11/30,CHINA-WAREHOUSE,MAT-0114,40675
459,2024/11/30,CHINA-WAREHOUSE,MAT-0115,14350
460,2024/11/30,CHINA-WAREHOUSE,MAT-0116,238500
461,2024/11/30,CHINA-WAREHOUSE,MAT-0118,623450
462,2024/11/30,CHINA-WAREHOUSE,MAT-0119,0
463,2024/11/30,CHINA-WAREHOUSE,MAT-0120,78400
464,2024/11/30,CHINA-WAREHOUSE,MAT-0137,580725
465,2024/11/30,CHINA-WAREHOUSE,MAT-0138,23725
466,2024/11/30,CHINA-WAREHOUSE,MAT-0142,410750
467,2024/11/30,CHINA-WAREHOUSE,MAT-0143,971100
468,2024/11/30,CHINA-WAREHOUSE,MAT-0144,2346975
469,2024/11/30,CHINA-WAREHOUSE,MAT-0145,2470900
470,2024/11/30,CHINA-WAREHOUSE,MAT-0146,13525
471,2024/11/30,CHINA-WAREHOUSE,MAT-0147,3600
472,2024/11/30,CHINA-WAREHOUSE,MAT-0148,1750
473,2024/11/30,CHINA-WAREHOUSE,MAT-0149,0
474,2024/11/30,CHINA-WAREHOUSE,MAT-0150,42350
475,2024/11/30,CHINA-WAREHOUSE,MAT-0151,398400
476,2024/11/30,CHINA-WAREHOUSE,MAT-0152,40950
477,2024/11/30,CHINA-WAREHOUSE,MAT-0153,3550
478,2024/11/30,CHINA-WAREHOUSE,MAT-0156,591450
479,2024/11/30,CHINA-WAREHOUSE,MAT-0158,50050
480,2024/11/30,CHINA-WAREHOUSE,MAT-0159,237175
481,2024/11/30,CHINA-WAREHOUSE,MAT-0160,1426350
482,2024/11/30,CHINA-WAREHOUSE,MAT-0161,0
483,2024/11/30,CHINA-WAREHOUSE,MAT-0163,375
484,2024/11/30,CHINA-WAREHOUSE,MAT-0164,27500
485,2024/11/30,CHINA-WAREHOUSE,MAT-0165,49575
486,2024/11/30,CHINA-WAREHOUSE,MAT-0166,1977275
487,2024/11/30,CHINA-WAREHOUSE,MAT-0167,147475
488,2024/11/30,CHINA-WAREHOUSE,MAT-0168,45350
489,2024/11/30,CHINA-WAREHOUSE,MAT-0174,75
490,2024/11/30,CHINA-WAREHOUSE,MAT-0175,25
491,2024/11/30,CHINA-WAREHOUSE,MAT-0176,115500
492,2024/11/30,CHINA-WAREHOUSE,MAT-0177,2425
493,2024/11/30,CHINA-WAREHOUSE,MAT-0178,650
494,2024/11/30,CHINA-WAREHOUSE,MAT-0179,7275
495,2024/11/30,CHINA-WAREHOUSE,MAT-0180,33200
496,2024/11/30,CHINA-WAREHOUSE,MAT-0181,0
497,2024/11/30,CHINA-WAREHOUSE,MAT-0188,7250
498,2024/11/30,CHINA-WAREHOUSE,MAT-0190,143050
499,2024/11/30,CHINA-WAREHOUSE,MAT-0193,159800
500,2024/11/30,CHINA-WAREHOUSE,MAT-0195,0
501,2024/11/30,CHINA-WAREHOUSE,MAT-0196,371250
502,2024/11/30,CHINA-WAREHOUSE,MAT-0197,50
503,2024/11/30,CHINA-WAREHOUSE,MAT-0198,1384875
504,2024/11/30,CHINA-WAREHOUSE,MAT-0199,14350
505,2024/11/30,CHINA-WAREHOUSE,MAT-0201,288000
506,2024/11/30,CHINA-WAREHOUSE,MAT-0202,46000
507,2024/11/30,CHINA-WAREHOUSE,MAT-0204,10200
508,2024/11/30,CHINA-WAREHOUSE,MAT-0206,658350
509,2024/11/30,CHINA-WAREHOUSE,MAT-0207,103275
510,2024/11/30,CHINA-WAREHOUSE,MAT-0218,750
511,2024/11/30,CHINA-WAREHOUSE,MAT-0229,50250
512,2024/11/30,CHINA-WAREHOUSE,MAT-0231,25
513,2024/11/30,CHINA-WAREHOUSE,MAT-0232,660475
514,2024/11/30,CHINA-WAREHOUSE,MAT-0233,125
515,2024/11/30,CHINA-WAREHOUSE,MAT-0234,342375
516,2024/11/30,CHINA-WAREHOUSE,MAT-0235,0
517,2024/11/30,CHINA-WAREHOUSE,MAT-0236,14850
518,2024/11/30,CHINA-WAREHOUSE,MAT-0237,721075
519,2024/11/30,CHINA-WAREHOUSE,MAT-0238,0
520,2024/11/30,CHINA-WAREHOUSE,MAT-0239,94875
521,2024/11/30,CHINA-WAREHOUSE,MAT-0246,135200
522,2024/11/30,CHINA-WAREHOUSE,MAT-0251,0
523,2024/11/30,CHINA-WAREHOUSE,MAT-0254,166925
524,2024/11/30,CHINA-WAREHOUSE,MAT-0255,93500
525,2024/11/30,CHINA-WAREHOUSE,MAT-0256,98875
526,2024/11/30,CHINA-WAREHOUSE,MAT-0260,600
527,2024/11/30,CHINA-WAREHOUSE,MAT-0261,633425
528,2024/11/30,CHINA-WAREHOUSE,MAT-0263,900
529,2024/11/30,CHINA-WAREHOUSE,MAT-0264,7525
530,2024/11/30,CHINA-WAREHOUSE,MAT-0265,28925
531,2024/11/30,CHINA-WAREHOUSE,MAT-0266,151925
532,2024/11/30,CHINA-WAREHOUSE,MAT-0267,21275
533,2024/11/30,CHINA-WAREHOUSE,MAT-0268,25
534,2024/11/30,CHINA-WAREHOUSE,MAT-0270,446925
535,2024/11/30,CHINA-WAREHOUSE,MAT-0273,117150
536,2024/11/30,CHINA-WAREHOUSE,MAT-0276,123575
537,2024/11/30,CHINA-WAREHOUSE,MAT-0279,1275
538,2024/11/30,CHINA-WAREHOUSE,MAT-0281,721850
539,2024/11/30,CHINA-WAREHOUSE,MAT-0284,28450
540,2024/11/30,CHINA-WAREHOUSE,MAT-0285,195975
541,2024/11/30,CHINA-WAREHOUSE,MAT-0286,72000
542,2024/11/30,CHINA-WAREHOUSE,MAT-0287,1325
543,2024/11/30,CHINA-WAREHOUSE,MAT-0290,24700
544,2024/11/30,CHINA-WAREHOUSE,MAT-0291,22850
545,2024/11/30,CHINA-WAREHOUSE,MAT-0294,1800
546,2024/11/30,CHINA-WAREHOUSE,MAT-0295,5150
547,2024/11/30,CHINA-WAREHOUSE,MAT-0296,24750
548,2024/11/30,CHINA-WAREHOUSE,MAT-0297,0
549,2024/11/30,CHINA-WAREHOUSE,MAT-0298,0
550,2024/11/30,CHINA-WAREHOUSE,MAT-0299,1825
551,2024/11/30,CHINA-WAREHOUSE,MAT-0312,224750
552,2024/11/30,CHINA-WAREHOUSE,MAT-0313,25
553,2024/11/30,CHINA-WAREHOUSE,MAT-0314,398100
554,2024/11/30,CHINA-WAREHOUSE,MAT-0315,301750
555,2024/11/30,CHINA-WAREHOUSE,MAT-0316,51825
556,2024/11/30,CHINA-WAREHOUSE,MAT-0317,10375
557,2024/11/30,CHINA-WAREHOUSE,MAT-0318,890875
558,2024/11/30,CHINA-WAREHOUSE,MAT-0319,127425
559,2024/11/30,CHINA-WAREHOUSE,MAT-0321,20300
560,2024/11/30,CHINA-WAREHOUSE,MAT-0322,2475
561,2024/11/30,CHINA-WAREHOUSE,MAT-0323,5075
562,2024/11/30,CHINA-WAREHOUSE,MAT-0324,230000
563,2024/11/30,CHINA-WAREHOUSE,MAT-0325,80850
564,2024/11/30,CHINA-WAREHOUSE,MAT-0326,40950
565,2024/11/30,CHINA-WAREHOUSE,MAT-0327,59525
566,2024/11/30,CHINA-WAREHOUSE,MAT-0328,215700
567,2024/11/30,CHINA-WAREHOUSE,MAT-0329,22775
568,2024/11/30,CHINA-WAREHOUSE,MAT-0330,24275
569,2024/11/30,CHINA-WAREHOUSE,MAT-0332,8139275
570,2024/11/30,CHINA-WAREHOUSE,MAT-0333,63825
571,2024/11/30,CHINA-WAREHOUSE,MAT-0334,37800
572,2024/11/30,CHINA-WAREHOUSE,MAT-0335,198000
573,2024/11/30,CHINA-WAREHOUSE,MAT-0338,1200
574,2024/11/30,CHINA-WAREHOUSE,MAT-0339,35550
575,2024/11/30,CHINA-WAREHOUSE,MAT-0340,619975
576,2024/11/30,CHINA-WAREHOUSE,MAT-0341,544100
577,2024/11/30,CHINA-WAREHOUSE,MAT-0350,0
578,2024/11/30,CHINA-WAREHOUSE,MAT-0351,5475
579,2024/11/30,CHINA-WAREHOUSE,MAT-0352,11600
580,2024/11/30,CHINA-WAREHOUSE,MAT-0353,9350
581,2024/11/30,CHINA-WAREHOUSE,MAT-0354,1032025
582,2024/11/30,CHINA-WAREHOUSE,MAT-0356,439325
583,2024/11/30,CHINA-WAREHOUSE,MAT-0357,14325
584,2024/11/30,CHINA-WAREHOUSE,MAT-0358,0
585,2024/11/30,CHINA-WAREHOUSE,MAT-0367,24250
586,2024/11/30,CHINA-WAREHOUSE,MAT-0368,2750
587,2024/11/30,CHINA-WAREHOUSE,MAT-0373,8150
588,2024/11/30,CHINA-WAREHOUSE,MAT-0375,45650
589,2024/11/30,CHINA-WAREHOUSE,MAT-0376,147775
590,2024/11/30,CHINA-WAREHOUSE,MAT-0377,235100
591,2024/11/30,CHINA-WAREHOUSE,MAT-0378,193450
592,2024/11/30,CHINA-WAREHOUSE,MAT-0379,619425
593,2024/11/30,CHINA-WAREHOUSE,MAT-0380,27500
594,2024/11/30,CHINA-WAREHOUSE,MAT-0381,74250
595,2024/11/30,CHINA-WAREHOUSE,MAT-0382,32000
596,2024/11/30,CHINA-WAREHOUSE,MAT-0384,122900
597,2024/11/30,CHINA-WAREHOUSE,MAT-0386,294175
598,2024/11/30,CHINA-WAREHOUSE,MAT-0387,20800
599,2024/11/30,CHINA-WAREHOUSE,MAT-0388,1175
600,2024/11/30,CHINA-WAREHOUSE,MAT-0389,572750
601,2024/11/30,CHINA-WAREHOUSE,MAT-0390,175
602,2024/11/30,CHINA-WAREHOUSE,MAT-0391,0
603,2024/11/30,CHINA-WAREHOUSE,MAT-0392,24150
604,2024/11/30,CHINA-WAREHOUSE,MAT-0393,141375
605,2024/11/30,CHINA-WAREHOUSE,MAT-0394,24750
606,2024/11/30,CHINA-WAREHOUSE,MAT-0397,24050
607,2024/11/30,CHINA-WAREHOUSE,MAT-0399,223175
608,2024/11/30,CHINA-WAREHOUSE,MAT-0400,21450
609,2024/11/30,CHINA-WAREHOUSE,MAT-0402,973625
610,2024/11/30,CHINA-WAREHOUSE,MAT-0409,24600
611,2024/11/30,CHINA-WAREHOUSE,MAT-0413,977650
612,2024/11/30,CHINA-WAREHOUSE,MAT-0415,525975
613,2024/11/30,CHINA-WAREHOUSE,MAT-0416,668600
614,2024/11/30,CHINA-WAREHOUSE,MAT-0417,31200
615,2024/11/30,CHINA-WAREHOUSE,MAT-0428,63400
616,2024/11/30,CHINA-WAREHOUSE,MAT-0430,58450
617,2023/12/31,CHINA-WAREHOUSE,MAT-0001,1927525
618,2023/12/31,CHINA-WAREHOUSE,MAT-0002,1175
619,2023/12/31,CHINA-WAREHOUSE,MAT-0003,112540
620,2023/12/31,CHINA-WAREHOUSE,MAT-0004,85675
621,2023/12/31,CHINA-WAREHOUSE,MAT-0005,25
622,2023/12/31,CHINA-WAREHOUSE,MAT-0006,3850
623,2023/12/31,CHINA-WAREHOUSE,MAT-0007,117725
624,2023/12/31,CHINA-WAREHOUSE,MAT-0008,1250
625,2023/12/31,CHINA-WAREHOUSE,MAT-0009,577200
626,2023/12/31,CHINA-WAREHOUSE,MAT-0013,386275
627,2023/12/31,CHINA-WAREHOUSE,MAT-0015,1762450
628,2023/12/31,CHINA-WAREHOUSE,MAT-0032,347800
629,2023/12/31,CHINA-WAREHOUSE,MAT-0035,476925
630,2023/12/31,CHINA-WAREHOUSE,MAT-0046,825575
631,2023/12/31,CHINA-WAREHOUSE,MAT-0047,707150
632,2023/12/31,CHINA-WAREHOUSE,MAT-0049,144175
633,2023/12/31,CHINA-WAREHOUSE,MAT-0050,224200
634,2023/12/31,CHINA-WAREHOUSE,MAT-0052,8400
635,2023/12/31,CHINA-WAREHOUSE,MAT-0053,2675
636,2023/12/31,CHINA-WAREHOUSE,MAT-0054,0
637,2023/12/31,CHINA-WAREHOUSE,MAT-0055,664550
638,2023/12/31,CHINA-WAREHOUSE,MAT-0056,26525
639,2023/12/31,CHINA-WAREHOUSE,MAT-0057,33400
640,2023/12/31,CHINA-WAREHOUSE,MAT-0064,118875
641,2023/12/31,CHINA-WAREHOUSE,MAT-0065,700425
642,2023/12/31,CHINA-WAREHOUSE,MAT-0082,801075
643,2023/12/31,CHINA-WAREHOUSE,MAT-0083,9975
644,2023/12/31,CHINA-WAREHOUSE,MAT-0084,431525
645,2023/12/31,CHINA-WAREHOUSE,MAT-0085,16000
646,2023/12/31,CHINA-WAREHOUSE,MAT-0094,1800
647,2023/12/31,CHINA-WAREHOUSE,MAT-0096,222650
648,2023/12/31,CHINA-WAREHOUSE,MAT-0097,147875
649,2023/12/31,CHINA-WAREHOUSE,MAT-0098,200500
650,2023/12/31,CHINA-WAREHOUSE,MAT-0099,989675
651,2023/12/31,CHINA-WAREHOUSE,MAT-0101,173100
652,2023/12/31,CHINA-WAREHOUSE,MAT-0102,24700
653,2023/12/31,CHINA-WAREHOUSE,MAT-0103,118300
654,2023/12/31,CHINA-WAREHOUSE,MAT-0104,24250
655,2023/12/31,CHINA-WAREHOUSE,MAT-0111,181500
656,2023/12/31,CHINA-WAREHOUSE,MAT-0112,276350
657,2023/12/31,CHINA-WAREHOUSE,MAT-0113,155825
658,2023/12/31,CHINA-WAREHOUSE,MAT-0114,108950
659,2023/12/31,CHINA-WAREHOUSE,MAT-0115,24725
660,2023/12/31,CHINA-WAREHOUSE,MAT-0116,12975
661,2023/12/31,CHINA-WAREHOUSE,MAT-0117,350
662,2023/12/31,CHINA-WAREHOUSE,MAT-0137,672450
663,2023/12/31,CHINA-WAREHOUSE,MAT-0138,23725
664,2023/12/31,CHINA-WAREHOUSE,MAT-0142,1101000
665,2023/12/31,CHINA-WAREHOUSE,MAT-0143,1061450
666,2023/12/31,CHINA-WAREHOUSE,MAT-0144,1503325
667,2023/12/31,CHINA-WAREHOUSE,MAT-0145,3090025
668,2023/12/31,CHINA-WAREHOUSE,MAT-0146,483450
669,2023/12/31,CHINA-WAREHOUSE,MAT-0147,19300
670,2023/12/31,CHINA-WAREHOUSE,MAT-0148,282400
671,2023/12/31,CHINA-WAREHOUSE,MAT-0149,0
672,2023/12/31,CHINA-WAREHOUSE,MAT-0150,255900
673,2023/12/31,CHINA-WAREHOUSE,MAT-0151,157525
674,2023/12/31,CHINA-WAREHOUSE,MAT-0152,40950
675,2023/12/31,CHINA-WAREHOUSE,MAT-0153,25400
676,2023/12/31,CHINA-WAREHOUSE,MAT-0154,137750
677,2023/12/31,CHINA-WAREHOUSE,MAT-0156,167750
678,2023/12/31,CHINA-WAREHOUSE,MAT-0157,700
679,2023/12/31,CHINA-WAREHOUSE,MAT-0158,210900
680,2023/12/31,CHINA-WAREHOUSE,MAT-0159,252700
681,2023/12/31,CHINA-WAREHOUSE,MAT-0161,99000
682,2023/12/31,CHINA-WAREHOUSE,MAT-0176,180300
683,2023/12/31,CHINA-WAREHOUSE,MAT-0177,2500
684,2023/12/31,CHINA-WAREHOUSE,MAT-0178,2600
685,2023/12/31,CHINA-WAREHOUSE,MAT-0179,22150
686,2023/12/31,CHINA-WAREHOUSE,MAT-0193,85680
687,2023/12/31,CHINA-WAREHOUSE,MAT-0195,454100
688,2023/12/31,CHINA-WAREHOUSE,MAT-0196,78400
689,2023/12/31,CHINA-WAREHOUSE,MAT-0197,125
690,2023/12/31,CHINA-WAREHOUSE,MAT-0198,573375
691,2023/12/31,CHINA-WAREHOUSE,MAT-0199,10325
692,2023/12/31,CHINA-WAREHOUSE,MAT-0200,1200
693,2023/12/31,CHINA-WAREHOUSE,MAT-0201,821550
694,2023/12/31,CHINA-WAREHOUSE,MAT-0202,127650
695,2023/12/31,CHINA-WAREHOUSE,MAT-0203,5500
696,2023/12/31,CHINA-WAREHOUSE,MAT-0204,10200
697,2023/12/31,CHINA-WAREHOUSE,MAT-0206,839175
698,2023/12/31,CHINA-WAREHOUSE,MAT-0207,23375
699,2023/12/31,CHINA-WAREHOUSE,MAT-0213,92025
700,2023/12/31,CHINA-WAREHOUSE,MAT-0214,5000
701,2023/12/31,CHINA-WAREHOUSE,MAT-0215,106800
702,2023/12/31,CHINA-WAREHOUSE,MAT-0216,18520
703,2023/12/31,CHINA-WAREHOUSE,MAT-0217,153700
704,2023/12/31,CHINA-WAREHOUSE,MAT-0229,251175
705,2023/12/31,CHINA-WAREHOUSE,MAT-0233,6600
706,2023/12/31,CHINA-WAREHOUSE,MAT-0234,717025
707,2023/12/31,CHINA-WAREHOUSE,MAT-0235,725
708,2023/12/31,CHINA-WAREHOUSE,MAT-0236,67150
709,2023/12/31,CHINA-WAREHOUSE,MAT-0237,15275
710,2023/12/31,CHINA-WAREHOUSE,MAT-0249,25900
711,2023/12/31,CHINA-WAREHOUSE,MAT-0256,148400
712,2023/12/31,CHINA-WAREHOUSE,MAT-0259,152750
713,2023/12/31,CHINA-WAREHOUSE,MAT-0260,2400
714,2023/12/31,CHINA-WAREHOUSE,MAT-0261,205050
715,2023/12/31,CHINA-WAREHOUSE,MAT-0262,49500
716,2023/12/31,CHINA-WAREHOUSE,MAT-0264,684050
717,2023/12/31,CHINA-WAREHOUSE,MAT-0265,4000
718,2023/12/31,CHINA-WAREHOUSE,MAT-0266,10125
719,2023/12/31,CHINA-WAREHOUSE,MAT-0267,9400
720,2023/12/31,CHINA-WAREHOUSE,MAT-0268,410700
721,2023/12/31,CHINA-WAREHOUSE,MAT-0269,45375
722,2023/12/31,CHINA-WAREHOUSE,MAT-0270,134700
723,2023/12/31,CHINA-WAREHOUSE,MAT-0271,600
724,2023/12/31,CHINA-WAREHOUSE,MAT-0276,53525
725,2023/12/31,CHINA-WAREHOUSE,MAT-0277,51925
726,2023/12/31,CHINA-WAREHOUSE,MAT-0278,33125
727,2023/12/31,CHINA-WAREHOUSE,MAT-0281,265600
728,2023/12/31,CHINA-WAREHOUSE,MAT-0295,110225
729,2023/12/31,CHINA-WAREHOUSE,MAT-0312,32325
730,2023/12/31,CHINA-WAREHOUSE,MAT-0313,2525
731,2023/12/31,CHINA-WAREHOUSE,MAT-0314,922175
732,2023/12/31,CHINA-WAREHOUSE,MAT-0315,7525
733,2023/12/31,CHINA-WAREHOUSE,MAT-0316,141100
734,2023/12/31,CHINA-WAREHOUSE,MAT-0317,176925
735,2023/12/31,CHINA-WAREHOUSE,MAT-0318,397500
736,2023/12/31,CHINA-WAREHOUSE,MAT-0319,960475
737,2023/12/31,CHINA-WAREHOUSE,MAT-0320,16500
738,2023/12/31,CHINA-WAREHOUSE,MAT-0321,198050
739,2023/12/31,CHINA-WAREHOUSE,MAT-0322,3175
740,2023/12/31,CHINA-WAREHOUSE,MAT-0323,222425
741,2023/12/31,CHINA-WAREHOUSE,MAT-0324,564050
742,2023/12/31,CHINA-WAREHOUSE,MAT-0325,685800
743,2023/12/31,CHINA-WAREHOUSE,MAT-0326,110050
744,2023/12/31,CHINA-WAREHOUSE,MAT-0327,331525
745,2023/12/31,CHINA-WAREHOUSE,MAT-0328,259925
746,2023/12/31,CHINA-WAREHOUSE,MAT-0329,24375
747,2023/12/31,CHINA-WAREHOUSE,MAT-0330,24350
748,2023/12/31,CHINA-WAREHOUSE,MAT-0332,89775
749,2023/12/31,CHINA-WAREHOUSE,MAT-0333,373350
750,2023/12/31,CHINA-WAREHOUSE,MAT-0337,1000
751,2023/12/31,CHINA-WAREHOUSE,MAT-0338,38000
752,2023/12/31,CHINA-WAREHOUSE,MAT-0339,1125
753,2023/12/31,CHINA-WAREHOUSE,MAT-0340,689375
754,2023/12/31,CHINA-WAREHOUSE,MAT-0350,1075
755,2023/12/31,CHINA-WAREHOUSE,MAT-0351,6825
756,2023/12/31,CHINA-WAREHOUSE,MAT-0352,21650
757,2023/12/31,CHINA-WAREHOUSE,MAT-0353,32825
758,2023/12/31,CHINA-WAREHOUSE,MAT-0356,7225
759,2023/12/31,CHINA-WAREHOUSE,MAT-0357,82850
760,2023/12/31,CHINA-WAREHOUSE,MAT-0358,1150
761,2023/12/31,CHINA-WAREHOUSE,MAT-0362,3250
762,2023/12/31,CHINA-WAREHOUSE,MAT-0373,50
763,2023/12/31,CHINA-WAREHOUSE,MAT-0374,49100
764,2023/12/31,CHINA-WAREHOUSE,MAT-0375,225
765,2023/12/31,CHINA-WAREHOUSE,MAT-0376,2675
766,2023/12/31,CHINA-WAREHOUSE,MAT-0377,152225
767,2023/12/31,CHINA-WAREHOUSE,MAT-0378,89125
768,2023/12/31,CHINA-WAREHOUSE,MAT-0379,85875
769,2023/12/31,CHINA-WAREHOUSE,MAT-0380,254950
770,2023/12/31,CHINA-WAREHOUSE,MAT-0381,49400
771,2023/12/31,CHINA-WAREHOUSE,MAT-0382,1545775
772,2023/12/31,CHINA-WAREHOUSE,MAT-0383,0
773,2023/12/31,CHINA-WAREHOUSE,MAT-0384,24750
774,2023/12/31,CHINA-WAREHOUSE,MAT-0385,650
775,2023/12/31,CHINA-WAREHOUSE,MAT-0386,231250
776,2023/12/31,CHINA-WAREHOUSE,MAT-0387,20800
777,2023/12/31,CHINA-WAREHOUSE,MAT-0388,21725
778,2023/12/31,CHINA-WAREHOUSE,MAT-0389,1266225
779,2023/12/31,CHINA-WAREHOUSE,MAT-0390,228350
780,2023/12/31,CHINA-WAREHOUSE,MAT-0396,138750
781,2023/12/31,CHINA-WAREHOUSE,MAT-0412,4200
782,2023/12/31,CHINA-WAREHOUSE,MAT-0413,46500
783,2023/12/31,CHINA-WAREHOUSE,MAT-0415,882750
784,2023/12/31,CHINA-WAREHOUSE,MAT-0416,585125
785,2023/12/31,CHINA-WAREHOUSE,MAT-0428,241875
786,2023/12/31,CHINA-WAREHOUSE,MAT-0429,850
787,2024/12/31,CHINA-WAREHOUSE,MAT-0001,1091450
788,2024/12/31,CHINA-WAREHOUSE,MAT-0002,4325
789,2024/12/31,CHINA-WAREHOUSE,MAT-0003,117504
790,2024/12/31,CHINA-WAREHOUSE,MAT-0007,409825
791,2024/12/31,CHINA-WAREHOUSE,MAT-0008,0
792,2024/12/31,CHINA-WAREHOUSE,MAT-0009,321085
793,2024/12/31,CHINA-WAREHOUSE,MAT-0011,151300
794,2024/12/31,CHINA-WAREHOUSE,MAT-0012,13750
795,2024/12/31,CHINA-WAREHOUSE,MAT-0013,68800
796,2024/12/31,CHINA-WAREHOUSE,MAT-0015,756700
797,2024/12/31,CHINA-WAREHOUSE,MAT-0017,2014625
798,2024/12/31,CHINA-WAREHOUSE,MAT-0018,129750
799,2024/12/31,CHINA-WAREHOUSE,MAT-0019,199500
800,2024/12/31,CHINA-WAREHOUSE,MAT-0020,148500
801,2024/12/31,CHINA-WAREHOUSE,MAT-0021,49500
802,2024/12/31,CHINA-WAREHOUSE,MAT-0027,99000
803,2024/12/31,CHINA-WAREHOUSE,MAT-0032,154400
804,2024/12/31,CHINA-WAREHOUSE,MAT-0033,1163000
805,2024/12/31,CHINA-WAREHOUSE,MAT-0035,447675
806,2024/12/31,CHINA-WAREHOUSE,MAT-0037,48125
807,2024/12/31,CHINA-WAREHOUSE,MAT-0038,60425
808,2024/12/31,CHINA-WAREHOUSE,MAT-0040,74250
809,2024/12/31,CHINA-WAREHOUSE,MAT-0042,99000
810,2024/12/31,CHINA-WAREHOUSE,MAT-0046,919150
811,2024/12/31,CHINA-WAREHOUSE,MAT-0047,320975
812,2024/12/31,CHINA-WAREHOUSE,MAT-0049,142550
813,2024/12/31,CHINA-WAREHOUSE,MAT-0052,158400
814,2024/12/31,CHINA-WAREHOUSE,MAT-0053,143325
815,2024/12/31,CHINA-WAREHOUSE,MAT-0055,347775
816,2024/12/31,CHINA-WAREHOUSE,MAT-0056,1099325
817,2024/12/31,CHINA-WAREHOUSE,MAT-0057,0
818,2024/12/31,CHINA-WAREHOUSE,MAT-0058,4836
819,2024/12/31,CHINA-WAREHOUSE,MAT-0060,45900
820,2024/12/31,CHINA-WAREHOUSE,MAT-0061,24750
821,2024/12/31,CHINA-WAREHOUSE,MAT-0065,393875
822,2024/12/31,CHINA-WAREHOUSE,MAT-0067,24750
823,2024/12/31,CHINA-WAREHOUSE,MAT-0068,20250
824,2024/12/31,CHINA-WAREHOUSE,MAT-0069,14500
825,2024/12/31,CHINA-WAREHOUSE,MAT-0070,20000
826,2024/12/31,CHINA-WAREHOUSE,MAT-0071,123650
827,2024/12/31,CHINA-WAREHOUSE,MAT-0082,3750
828,2024/12/31,CHINA-WAREHOUSE,MAT-0084,247450
829,2024/12/31,CHINA-WAREHOUSE,MAT-0085,596500
830,2024/12/31,CHINA-WAREHOUSE,MAT-0086,84750
831,2024/12/31,CHINA-WAREHOUSE,MAT-0087,420175
832,2024/12/31,CHINA-WAREHOUSE,MAT-0091,57200
833,2024/12/31,CHINA-WAREHOUSE,MAT-0092,25175
834,2024/12/31,CHINA-WAREHOUSE,MAT-0097,737150
835,2024/12/31,CHINA-WAREHOUSE,MAT-0098,199200
836,2024/12/31,CHINA-WAREHOUSE,MAT-0099,410725
837,2024/12/31,CHINA-WAREHOUSE,MAT-0100,25
838,2024/12/31,CHINA-WAREHOUSE,MAT-0101,49125
839,2024/12/31,CHINA-WAREHOUSE,MAT-0104,175
840,2024/12/31,CHINA-WAREHOUSE,MAT-0105,6075
841,2024/12/31,CHINA-WAREHOUSE,MAT-0106,975
842,2024/12/31,CHINA-WAREHOUSE,MAT-0108,528425
843,2024/12/31,CHINA-WAREHOUSE,MAT-0111,99000
844,2024/12/31,CHINA-WAREHOUSE,MAT-0112,17475
