Unnamed: 0,DATE,MATERIAL_NAME,INBOUND,OUTBOUND,BEFORE,AFTER,date,dayofweek,is_weekend,is_month_start,rolling_inbound_3,rolling_outbound_3,inbound_std_3,outbound_std_3,inbound_freq_3,outbound_freq_3,max_outbound_3,inbound_sum_3,outbound_sum_3,rolling_inbound_7,rolling_outbound_7,inbound_std_7,outbound_std_7,inbound_freq_7,outbound_freq_7,max_outbound_7,inbound_sum_7,outbound_sum_7,rolling_inbound_15,rolling_outbound_15,inbound_std_15,outbound_std_15,inbound_freq_15,outbound_freq_15,max_outbound_15,inbound_sum_15,outbound_sum_15,net_flow_3,net_flow_7,net_flow_15,days_since_last_inbound,days_since_last_outbound,stock_future_min,risk
8750,2024-12-09,MAT-0097,0.0,24.75,391.045,366.295,2024-12-09,0,0,0,148.5,16.5,257.2095449239783,14.289419162443215,1.0,2.0,24.75,445.5,49.5,84.85714285714286,17.875714285714285,168.38317272561073,11.746834832048517,2.0,6.0,24.75,594.0,125.13,46.2,19.89333333333333,117.53613426152342,13.740175537798772,4.0,12.0,49.51,693.0,298.4,396.0,468.87,394.6,1,0,126.24,0
8779,2024-12-10,MAT-0097,148.5,0.0,366.295,514.7950000000001,2024-12-10,1,0,0,198.0,8.25,226.83749690031408,14.289419162443197,2.0,1.0,24.75,594.0,24.75,106.07142857142857,14.34,165.23554615846348,12.991697348691574,3.0,5.0,24.75,742.5,100.38,52.8,19.89333333333333,120.4774430576707,13.740175537798772,4.0,12.0,49.51,792.0,298.4,569.25,642.12,493.6,0,1,101.49,0
8969,2024-12-17,MAT-0097,148.5,0.0,514.7950000000001,663.2950000000001,2024-12-17,1,0,0,99.0,8.25,85.73651497465943,14.289419162443197,2.0,1.0,24.75,297.0,24.75,106.07142857142857,14.142857142857142,165.23554615846348,13.229431474664993,3.0,4.0,24.75,742.5,99.0,62.7,16.592666666666666,121.92149113261371,11.9471326306875,5.0,11.0,24.76,940.5,248.89000000000001,272.25,643.5,691.61,0,2,101.46,0
9143,2024-12-24,MAT-0097,0.0,24.75,663.2950000000001,638.5450000000001,2024-12-24,1,0,0,99.0,8.25,85.73651497465943,14.289419162443197,2.0,1.0,24.75,297.0,24.75,106.07142857142857,14.142857142857142,165.23554615846348,13.229431474664993,3.0,4.0,24.75,742.5,99.0,62.7,16.592666666666666,121.92149113261371,11.9471326306875,5.0,11.0,24.76,940.5,248.89,272.25,643.5,691.61,1,0,76.71000000000001,0
9273,2024-12-28,MAT-0097,0.0,49.5,638.5450000000001,589.0450000000001,2024-12-28,5,1,0,49.5,24.75,85.73651497465943,24.749999999999996,1.0,2.0,49.5,148.5,74.25,106.07142857142857,17.678571428571427,165.23554615846348,18.709241413956743,3.0,4.0,49.5,742.5,123.75,62.7,18.242666666666665,121.92149113261371,14.574411758120396,5.0,11.0,49.5,940.5,273.64,74.25,618.75,666.86,2,0,51.96000000000001,0
691,2024-01-29,MAT-0098,0.0,24.75,200.5,175.75,2024-01-29,0,0,0,0.0,24.75,0.0,0.0,0.0,1.0,24.75,0.0,24.75,0.0,24.75,0.0,0.0,0.0,1.0,24.75,0.0,24.75,0.0,24.75,0.0,0.0,0.0,1.0,24.75,0.0,24.75,-24.75,-24.75,-24.75,1,0,2.460000000000008,0
947,2024-02-20,MAT-0098,0.0,24.75,175.75,151.0,2024-02-20,1,0,0,0.0,24.75,0.0,0.0,0.0,2.0,24.75,0.0,49.5,0.0,24.75,0.0,0.0,0.0,2.0,24.75,0.0,49.5,0.0,24.75,0.0,0.0,0.0,2.0,24.75,0.0,49.5,-49.5,-49.5,-49.5,2,0,2.460000000000008,0
1248,2024-03-02,MAT-0098,0.0,24.76,151.0,126.24,2024-03-02,5,1,0,0.0,24.753333333333334,0.0,0.00577350269189716,0.0,3.0,24.76,0.0,74.26,0.0,24.753333333333334,0.0,0.00577350269189716,0.0,3.0,24.76,0.0,74.26,0.0,24.753333333333334,0.0,0.00577350269189716,0.0,3.0,24.76,0.0,74.26,-74.26,-74.26,-74.26,3,0,2.460000000000008,0
1806,2024-03-25,MAT-0098,0.0,24.75,126.24,101.49,2024-03-25,0,0,0,0.0,24.753333333333334,0.0,0.00577350269189716,0.0,3.0,24.76,0.0,74.26,0.0,24.7525,0.0,0.0050000000000008805,0.0,4.0,24.76,0.0,99.01,0.0,24.7525,0.0,0.0050000000000008805,0.0,4.0,24.76,0.0,99.01,-74.26,-99.01,-99.01,4,0,2.460000000000008,0
2533,2024-04-23,MAT-0098,0.0,0.03,101.49,101.46,2024-04-23,1,0,0,0.0,16.513333333333332,0.0,14.274986281371108,0.0,3.0,24.76,0.0,49.54,0.0,19.808,0.0,11.056238962685276,0.0,5.0,24.76,0.0,99.04,0.0,19.808,0.0,11.056238962685276,0.0,5.0,24.76,0.0,99.04,-49.54,-99.04,-99.04,5,0,2.460000000000008,0
2620,2024-04-26,MAT-0098,0.0,24.75,101.46,76.71000000000001,2024-04-26,4,0,0,0.0,16.51,0.0,14.272098654367548,0.0,3.0,24.75,0.0,49.53,0.0,20.631666666666668,0.0,10.092715029498587,0.0,6.0,24.76,0.0,123.79,0.0,20.631666666666668,0.0,10.092715029498587,0.0,6.0,24.76,0.0,123.79,-49.53,-123.79,-123.79,6,0,2.460000000000008,0
3152,2024-05-17,MAT-0098,0.0,24.75,76.71000000000001,51.96000000000001,2024-05-17,4,0,0,0.0,16.51,0.0,14.272098654367548,0.0,3.0,24.75,0.0,49.53,0.0,21.22,0.0,9.343912456781688,0.0,7.0,24.76,0.0,148.54,0.0,21.22,0.0,9.343912456781688,0.0,7.0,24.76,0.0,148.54,-49.53,-148.54,-148.54,7,0,2.460000000000008,0
3324,2024-05-24,MAT-0098,0.0,49.5,51.96000000000001,2.460000000000008,2024-05-24,4,0,0,0.0,33.0,0.0,14.289419162443238,0.0,3.0,49.5,0.0,99.0,0.0,24.755714285714287,0.0,14.280760784055888,0.0,7.0,49.5,0.0,173.29000000000002,0.0,24.755000000000003,0.0,13.221415528279433,0.0,8.0,49.5,0.0,198.04000000000002,-99.0,-173.29000000000002,-198.04000000000002,8,0,248.90000000000003,0
4911,2024-07-21,MAT-0098,371.25,0.0,2.460000000000008,373.71,2024-07-21,6,1,0,123.75,24.75,214.34128743664857,24.75,1.0,2.0,49.5,371.25,74.25,53.035714285714285,21.220000000000002,140.31931060467562,17.07325979419279,1.0,6.0,49.5,371.25,148.54000000000002,41.25,22.004444444444445,123.75,14.867585640505917,1.0,8.0,49.5,371.25,198.04000000000002,297.0,222.70999999999998,173.20999999999998,0,1,224.15000000000003,0
6778,2024-09-27,MAT-0098,0.0,24.76,373.71,348.95000000000005,2024-09-27,4,0,0,123.75,24.753333333333334,214.34128743664857,24.750000673400663,1.0,2.0,49.5,371.25,74.26,53.035714285714285,21.22,140.31931060467562,17.07325979419279,1.0,6.0,49.5,371.25,148.54,37.125,22.28,117.39955813375109,14.044352759897638,1.0,9.0,49.5,371.25,222.8,296.99,222.71,148.45,1,0,199.40000000000003,0
7144,2024-10-12,MAT-0098,0.0,24.75,348.95000000000005,324.20000000000005,2024-10-12,5,1,0,123.75,16.503333333333334,214.34128743664857,14.292306788385611,1.0,2.0,24.76,371.25,49.510000000000005,53.035714285714285,21.22,140.31931060467562,17.07325979419279,1.0,6.0,49.5,371.25,148.54,33.75,22.504545454545454,111.93608667449475,13.344440313206366,1.0,10.0,49.5,371.25,247.55,321.74,222.71,123.69999999999999,2,0,199.40000000000003,0
7451,2024-10-23,MAT-0098,0.0,24.75,324.20000000000005,299.45000000000005,2024-10-23,2,0,0,0.0,24.753333333333334,0.0,0.005773502696276049,0.0,3.0,24.76,0.0,74.26,53.035714285714285,24.75142857142857,140.31931060467562,14.28941966231359,1.0,6.0,49.5,371.25,173.26,30.9375,22.691666666666666,107.17064371832429,12.739925669351688,1.0,11.0,49.5,371.25,272.3,-74.26,197.99,98.94999999999999,3,0,199.40000000000003,0
7772,2024-11-05,MAT-0098,0.0,24.75,299.45000000000005,274.70000000000005,2024-11-05,1,0,0,0.0,24.75,0.0,0.0,0.0,3.0,24.75,0.0,74.25,53.035714285714285,24.75142857142857,140.31931060467562,14.28941966231359,1.0,6.0,49.5,371.25,173.26,28.557692307692307,22.85,102.96622392430815,12.210902232567964,1.0,12.0,49.5,371.25,297.05,-74.25,197.99,74.19999999999999,4,0,199.40000000000003,0
8434,2024-11-28,MAT-0098,0.0,1.05,274.70000000000005,273.65000000000003,2024-11-28,3,0,0,0.0,16.849999999999998,0.0,13.683201379794133,0.0,3.0,24.75,0.0,50.55,53.035714285714285,21.365714285714287,140.31931060467562,16.865355868508335,1.0,6.0,49.5,371.25,149.56,26.517857142857142,21.292857142857144,99.22073605998754,13.09893679101266,1.0,13.0,49.5,371.25,298.1,-50.55,221.69,73.14999999999998,5,0,199.40000000000003,0
8635,2024-12-05,MAT-0098,0.0,24.75,273.65000000000003,248.90000000000003,2024-12-05,3,0,0,0.0,16.849999999999998,0.0,13.683201379794133,0.0,3.0,24.75,0.0,50.55,53.035714285714285,17.830000000000002,140.31931060467562,11.825451365592773,1.0,6.0,24.76,371.25,124.81,24.75,21.523333333333333,95.85633781863356,12.653974342737806,1.0,14.0,49.5,371.25,322.85,-50.55,246.44,48.39999999999998,6,0,199.40000000000003,0
8672,2024-12-06,MAT-0098,0.0,24.75,248.90000000000003,224.15000000000003,2024-12-06,4,0,0,0.0,16.849999999999998,0.0,13.683201379794133,0.0,3.0,24.75,0.0,50.55,0.0,21.365714285714287,0.0,8.95838872629607,0.0,7.0,24.76,0.0,149.56,24.75,21.523333333333333,95.85633781863356,12.653974342737806,1.0,14.0,49.5,371.25,322.85,-50.55,-149.56,48.39999999999998,7,0,199.40000000000003,0
9274,2024-12-28,MAT-0098,0.0,24.75,224.15000000000003,199.40000000000003,2024-12-28,5,1,0,0.0,24.75,0.0,0.0,0.0,3.0,24.75,0.0,74.25,0.0,21.364285714285717,0.0,8.957758010318683,0.0,7.0,24.75,0.0,149.55,24.75,21.523333333333333,95.85633781863356,12.653974342737806,1.0,14.0,49.5,371.25,322.85,-74.25,-149.55,48.39999999999998,8,0,757.245,0
72,2024-01-04,MAT-0099,0.0,24.75,989.675,964.925,2024-01-04,3,0,0,0.0,24.75,0.0,0.0,0.0,1.0,24.75,0.0,24.75,0.0,24.75,0.0,0.0,0.0,1.0,24.75,0.0,24.75,0.0,24.75,0.0,0.0,0.0,1.0,24.75,0.0,24.75,-24.75,-24.75,-24.75,1,0,756.945,0
299,2024-01-12,MAT-0099,0.0,24.75,964.925,940.175,2024-01-12,4,0,0,0.0,24.75,0.0,0.0,0.0,2.0,24.75,0.0,49.5,0.0,24.75,0.0,0.0,0.0,2.0,24.75,0.0,49.5,0.0,24.75,0.0,0.0,0.0,2.0,24.75,0.0,49.5,-49.5,-49.5,-49.5,2,0,732.195,0
484,2024-01-19,MAT-0099,0.0,24.75,940.175,915.425,2024-01-19,4,0,0,0.0,24.75,0.0,0.0,0.0,3.0,24.75,0.0,74.25,0.0,24.75,0.0,0.0,0.0,3.0,24.75,0.0,74.25,0.0,24.75,0.0,0.0,0.0,3.0,24.75,0.0,74.25,-74.25,-74.25,-74.25,3,0,729.445,0
665,2024-01-27,MAT-0099,0.0,0.03,915.425,915.395,2024-01-27,5,1,0,0.0,16.51,0.0,14.272098654367547,0.0,3.0,24.75,0.0,49.53,0.0,18.57,0.0,12.36,0.0,4.0,24.75,0.0,74.28,0.0,18.57,0.0,12.36,0.0,4.0,24.75,0.0,74.28,-49.53,-74.28,-74.28,4,0,726.695,0
692,2024-01-29,MAT-0099,0.0,24.75,915.395,890.645,2024-01-29,0,0,0,0.0,16.51,0.0,14.272098654367547,0.0,3.0,24.75,0.0,49.53,0.0,19.806,0.0,11.05512008075896,0.0,5.0,24.75,0.0,99.03,0.0,19.806,0.0,11.05512008075896,0.0,5.0,24.75,0.0,99.03,-49.53,-99.03,-99.03,5,0,726.485,0
742,2024-01-31,MAT-0099,0.0,49.51,890.645,841.135,2024-01-31,2,0,0,0.0,24.763333333333332,0.0,24.74000269469131,0.0,3.0,49.51,0.0,74.28999999999999,0.0,24.756666666666664,0.0,15.646953271057807,0.0,6.0,49.51,0.0,148.54,0.0,24.756666666666664,0.0,15.646953271057807,0.0,6.0,49.51,0.0,148.54,-74.28999999999999,-148.54,-148.54,6,0,652.215,0
1189,2024-02-29,MAT-0099,0.0,83.89,841.135,757.245,2024-02-29,3,0,0,0.0,52.71666666666667,0.0,29.700116722554032,0.0,3.0,83.89,0.0,158.15,0.0,33.20428571428572,0.0,26.52467709960095,0.0,7.0,83.89,0.0,232.43,0.0,33.20428571428572,0.0,26.52467709960095,0.0,7.0,83.89,0.0,232.43,-158.15,-232.43,-232.43,7,0,627.455,0
1542,2024-03-13,MAT-0099,0.0,0.3,757.245,756.945,2024-03-13,2,0,0,0.0,44.56666666666667,0.0,42.01368150178384,0.0,3.0,83.89,0.0,133.70000000000002,0.0,29.711428571428574,0.0,29.28926904093683,0.0,7.0,83.89,0.0,207.98000000000002,0.0,29.091250000000002,0.0,27.17327070986171,0.0,8.0,83.89,0.0,232.73000000000002,-133.70000000000002,-207.98000000000002,-232.73000000000002,8,0,577.955,0
1610,2024-03-15,MAT-0099,0.0,24.75,756.945,732.195,2024-03-15,4,0,0,0.0,36.31333333333334,0.0,42.97795985541117,0.0,3.0,83.89,0.0,108.94000000000001,0.0,29.711428571428574,0.0,29.28926904093683,0.0,7.0,83.89,0.0,207.98000000000002,0.0,28.60888888888889,0.0,25.45942578125263,0.0,9.0,83.89,0.0,257.48,-108.94000000000001,-207.98000000000002,-257.48,9,0,517.4350000000001,0
2198,2024-04-10,MAT-0099,0.0,2.75,732.195,729.445,2024-04-10,2,0,0,0.0,9.266666666666667,0.0,13.46479978808945,0.0,3.0,24.75,0.0,27.8,0.0,26.56857142857143,0.0,31.03849138761495,0.0,7.0,83.89,0.0,185.98000000000002,0.0,26.023000000000003,0.0,25.35804235784423,0.0,10.0,83.89,0.0,260.23,-27.8,-185.98000000000002,-260.23,10,0,517.4350000000001,0
2461,2024-04-20,MAT-0099,0.0,2.75,729.445,726.695,2024-04-20,5,1,0,0.0,10.083333333333334,0.0,12.701705922171781,0.0,3.0,24.75,0.0,30.25,0.0,26.95714285714286,0.0,30.665668487895772,0.0,7.0,83.89,0.0,188.70000000000002,0.0,23.90727272727273,0.0,25.059261797151603,0.0,11.0,83.89,0.0,262.98,-30.25,-188.70000000000002,-262.98,11,0,517.4350000000001,0
2534,2024-04-23,MAT-0099,0.0,0.21,726.695,726.485,2024-04-23,1,0,0,0.0,1.9033333333333333,0.0,1.4664696837417743,0.0,3.0,2.75,0.0,5.71,0.0,23.451428571428572,0.0,32.318228307758154,0.0,7.0,83.89,0.0,164.16,0.0,21.9325,0.0,24.85307741142295,0.0,12.0,83.89,0.0,263.19,-5.71,-164.16,-263.19,12,0,492.6650000000001,0
2708,2024-04-30,MAT-0099,0.0,74.27,726.485,652.215,2024-04-30,1,0,0,0.0,25.74333333333333,0.0,42.044511334219756,0.0,3.0,74.27,0.0,77.22999999999999,0.0,26.98857142857143,0.0,36.703100881066085,0.0,7.0,83.89,0.0,188.92000000000002,0.0,25.958461538461542,0.0,27.873127992791982,0.0,13.0,83.89,0.0,337.46000000000004,-77.22999999999999,-188.92000000000002,-337.46000000000004,13,0,393.6550000000001,0
3008,2024-05-13,MAT-0099,0.0,24.76,652.215,627.455,2024-05-13,0,0,0,0.0,33.08,0.0,37.72449734588919,0.0,3.0,74.27,0.0,99.24,0.0,18.541428571428572,0.0,26.927124136931408,0.0,7.0,74.27,0.0,129.79,0.0,25.872857142857146,0.0,26.78155060386259,0.0,14.0,83.89,0.0,362.22,-99.24,-129.79,-362.22,14,0,392.2750000000001,0
3290,2024-05-23,MAT-0099,0.0,49.5,627.455,577.955,2024-05-23,3,0,0,0.0,49.51,0.0,24.75500151484545,0.0,3.0,74.27,0.0,148.53,0.0,25.57,0.0,27.779782216568936,0.0,7.0,74.27,0.0,178.99,0.0,27.448,0.0,26.518584642257423,0.0,15.0,83.89,0.0,411.72,-148.53,-178.99,-411.72,15,0,392.17500000000007,0
3518,2024-05-31,MAT-0099,0.0,60.52,577.955,517.4350000000001,2024-05-31,4,0,0,0.0,44.92666666666667,0.0,18.313408566766977,0.0,3.0,60.52,0.0,134.78,0.0,30.68,0.0,30.736360660733183,0.0,7.0,74.27,0.0,214.76,0.0,29.832666666666668,0.0,27.834296795414787,0.0,15.0,83.89,0.0,447.49,-134.78,-214.76,-447.49,16,0,392.17500000000007,0
3712,2024-06-07,MAT-0099,148.5,24.75,517.4350000000001,641.1850000000001,2024-06-07,4,0,0,49.5,44.92333333333334,85.73651497465943,18.318914633059844,1.0,3.0,60.52,148.5,134.77,21.214285714285715,33.82285714285714,56.12772424187024,28.443746655627553,1.0,7.0,74.27,148.5,236.76,9.9,29.832666666666668,38.342535127453424,27.834296795414787,1.0,15.0,83.89,148.5,447.49,13.72999999999999,-88.25999999999999,-298.99,0,0,392.17500000000007,0
3792,2024-06-11,MAT-0099,0.0,49.51,641.1850000000001,591.6750000000001,2024-06-11,1,0,0,49.5,44.92666666666667,85.73651497465943,18.32016466447106,1.0,3.0,60.52,148.5,134.78,21.214285714285715,40.50285714285714,56.12772424187024,25.240468639525236,1.0,7.0,74.27,148.5,283.52,9.9,31.483333333333334,38.342535127453424,28.242529395694476,1.0,15.0,83.89,148.5,472.25,13.719999999999999,-135.01999999999998,-323.75,1,0,392.17500000000007,0
3862,2024-06-13,MAT-0099,0.0,99.01,591.6750000000001,492.6650000000001,2024-06-13,3,0,0,49.5,57.75666666666666,85.73651497465943,37.810614030101846,1.0,3.0,99.01,148.5,173.26999999999998,21.214285714285715,54.617142857142866,56.12772424187024,26.544200693865136,1.0,7.0,99.01,148.5,382.32000000000005,9.9,38.082,38.342535127453424,31.717918595015025,1.0,15.0,99.01,148.5,571.23,-24.769999999999982,-233.82000000000005,-422.73,2,0,392.17500000000007,0
3891,2024-06-14,MAT-0099,0.0,99.01,492.6650000000001,393.6550000000001,2024-06-14,4,0,0,0.0,82.51,0.0,28.578838324886508,0.0,3.0,99.01,0.0,247.53,21.214285714285715,58.15142857142858,56.12772424187024,30.888563918582893,1.0,7.0,99.01,148.5,407.06000000000006,9.9,43.032666666666664,38.342535127453424,35.10312510847079,1.0,15.0,99.01,148.5,645.49,-247.53,-258.56000000000006,-496.99,3,0,392.17500000000007,0
4057,2024-06-20,MAT-0099,0.0,1.38,393.6550000000001,392.2750000000001,2024-06-20,3,0,0,0.0,66.46666666666667,0.0,56.366706780983186,0.0,3.0,99.01,0.0,199.4,21.214285714285715,54.81142857142857,56.12772424187024,35.95028670658572,1.0,7.0,99.01,148.5,383.68,9.9,39.824,38.342535127453424,36.63504095417782,1.0,15.0,99.01,148.5,597.36,-199.4,-235.18,-448.86,4,0,392.17500000000007,0
4119,2024-06-22,MAT-0099,0.0,0.1,392.2750000000001,392.17500000000007,2024-06-22,5,1,0,0.0,33.49666666666667,0.0,56.7398205260938,0.0,3.0,99.01,0.0,100.49000000000001,21.214285714285715,47.75428571428571,56.12772424187024,41.5753231525396,1.0,7.0,99.01,148.5,334.28,9.9,34.23800000000001,38.342535127453424,35.81490116856789,1.0,15.0,99.01,148.5,513.57,-100.49000000000001,-185.77999999999997,-365.07000000000005,5,0,441.67500000000007,0
4155,2024-06-24,MAT-0099,49.5,0.0,392.17500000000007,441.67500000000007,2024-06-24,0,0,0,16.5,0.49333333333333335,28.578838324886476,0.7695020034639997,1.0,2.0,1.38,49.5,1.48,28.285714285714285,39.10857142857143,56.12772424187024,44.656680511270814,2.0,6.0,99.01,198.0,273.76,13.2,34.217999999999996,39.541027517540016,35.8352847264895,2.0,14.0,99.01,198.0,513.27,48.02,-75.75999999999999,-315.27,0,1,564.7750000000001,0
4223,2024-06-26,MAT-0099,297.0,0.0,441.67500000000007,738.6750000000001,2024-06-26,2,0,0,115.5,0.03333333333333333,159.12023755638376,0.05773502693437087,2.0,1.0,0.1,346.5,0.1,49.5,35.572857142857146,110.68536488623958,46.90614306402581,2.0,5.0,99.01,346.5,249.01000000000002,33.0,32.568,82.97008927490505,36.85758096085138,3.0,13.0,99.01,495.0,488.52,346.4,97.48999999999998,6.480000000000018,0,2,540.0250000000001,0
4329,2024-06-29,MAT-0099,0.0,24.75,738.6750000000001,713.9250000000001,2024-06-29,5,1,0,115.5,8.25,159.12023755638376,14.289419162443298,2.0,1.0,24.75,346.5,24.75,49.5,32.035714285714285,110.68536488623958,46.61263807779419,2.0,5.0,99.01,346.5,224.25,33.0,34.034666666666666,82.97008927490505,36.014361394680684,3.0,13.0,99.01,495.0,510.52,321.75,122.25,-15.519999999999982,1,0,538.6450000000001,0
4378,2024-07-02,MAT-0099,0.0,24.76,713.9250000000001,689.1650000000001,2024-07-02,1,0,0,99.0,16.503333333333334,171.47302994931886,14.292306788385668,1.0,2.0,24.76,297.0,49.510000000000005,49.5,21.428571428571427,110.68536488623958,36.09300228971973,2.0,5.0,99.01,346.5,150.0,33.0,35.501999999999995,82.97008927490505,35.08507236499795,3.0,13.0,99.01,495.0,532.53,247.49,196.5,-37.52999999999997,2,0,513.8950000000001,0
4414,2024-07-03,MAT-0099,0.0,0.63,689.1650000000001,688.5350000000001,2024-07-03,2,0,0,0.0,16.713333333333335,0.0,13.928576141635407,0.0,3.0,24.76,0.0,50.14,49.5,7.3742857142857146,110.68536488623958,11.883256928893445,2.0,5.0,24.76,346.5,51.620000000000005,33.0,35.529999999999994,82.97008927490505,35.055050176217726,3.0,13.0,99.01,495.0,532.9499999999999,-50.14,294.88,-37.94999999999993,3,0,513.8950000000001,0
4462,2024-07-04,MAT-0099,0.0,24.76,688.5350000000001,663.7750000000001,2024-07-04,3,0,0,0.0,16.71666666666667,0.0,13.931461995545732,0.0,3.0,24.76,0.0,50.150000000000006,49.5,10.714285714285714,110.68536488623958,13.137181150133674,2.0,5.0,24.76,346.5,75.0,33.0,32.22933333333334,82.97008927490505,33.44054520801842,3.0,13.0,99.01,495.0,483.44,-50.150000000000006,271.5,11.560000000000002,4,0,513.8950000000001,0
4500,2024-07-05,MAT-0099,0.0,49.5,663.7750000000001,614.2750000000001,2024-07-05,4,0,0,0.0,24.963333333333335,0.0,24.435634498275974,0.0,3.0,49.5,0.0,74.89,49.5,17.771428571428572,110.68536488623958,18.612535586329447,2.0,5.0,49.5,346.5,124.4,33.0,33.87866666666667,82.97008927490505,33.6552494030419,3.0,13.0,99.01,495.0,508.18,-74.89,222.1,-13.180000000000007,5,0,513.8950000000001,0
4563,2024-07-08,MAT-0099,0.0,49.5,614.2750000000001,564.7750000000001,2024-07-08,0,0,0,0.0,41.25333333333334,0.0,14.283645659751388,0.0,3.0,49.5,0.0,123.76,42.42857142857143,24.842857142857145,112.2554484837405,20.080677872261262,1.0,6.0,49.5,297.0,173.9,33.0,33.87866666666667,82.97008927490505,33.6552494030419,3.0,13.0,99.01,495.0,508.18,-123.76,123.1,-13.180000000000007,6,0,513.8950000000001,0
4652,2024-07-11,MAT-0099,0.0,24.75,564.7750000000001,540.0250000000001,2024-07-11,3,0,0,0.0,41.25,0.0,14.289419162443286,0.0,3.0,49.5,0.0,123.75,0.0,28.37857142857143,0.0,16.90529446511892,0.0,7.0,49.5,0.0,198.65,33.0,31.494000000000003,82.97008927490505,32.891307753178275,3.0,13.0,99.01,495.0,472.41,-123.75,-198.65,22.589999999999975,7,0,513.8950000000001,0
4878,2024-07-19,MAT-0099,0.0,1.38,540.0250000000001,538.6450000000001,2024-07-19,4,0,0,0.0,25.209999999999997,0.0,24.063297778982868,0.0,3.0,49.5,0.0,75.63,0.0,25.04,0.0,19.800958730997497,0.0,7.0,49.5,0.0,175.28,23.1,29.936,76.83707252547896,33.77519668970961,2.0,13.0,99.01,346.5,449.04,-75.63,-175.28,-102.54000000000002,8,0,513.8950000000001,0
4918,2024-07-22,MAT-0099,0.0,24.75,538.6450000000001,513.8950000000001,2024-07-22,0,0,0,0.0,16.959999999999997,0.0,13.492675790961629,0.0,3.0,24.75,0.0,50.879999999999995,0.0,25.038571428571426,0.0,19.80098265959833,0.0,7.0,49.5,0.0,175.26999999999998,23.1,28.285333333333334,76.83707252547896,33.3526368344322,2.0,13.0,99.01,346.5,424.28000000000003,-50.879999999999995,-175.26999999999998,-77.78000000000003,9,0,487.22500000000014,0
5012,2024-07-25,MAT-0099,247.5,0.2,513.8950000000001,761.195,2024-07-25,3,0,0,82.5,8.776666666666666,142.89419162443238,13.845888679797175,1.0,3.0,24.75,247.5,26.33,35.357142857142854,24.97714285714286,93.54620706978376,19.889793625781788,1.0,7.0,49.5,247.5,174.84,39.6,21.697999999999997,95.76500255461656,27.65797539331363,3.0,13.0,99.01,594.0,325.46999999999997,221.17000000000002,72.66,268.53000000000003,0,0,485.84500000000014,0
5070,2024-07-27,MAT-0099,0.0,25.06,761.195,736.1350000000001,2024-07-27,5,1,0,82.5,16.669999999999998,142.89419162443238,14.264280563701837,1.0,3.0,25.06,247.5,50.01,35.357142857142854,25.02,93.54620706978376,19.889570969061467,1.0,7.0,49.5,247.5,175.14,39.6,16.767999999999997,95.76500255461656,17.68589962976962,3.0,13.0,49.5,594.0,251.51999999999998,197.49,72.36000000000001,342.48,1,0,485.84500000000014,0
5129,2024-07-30,MAT-0099,0.0,123.76,736.1350000000001,612.3750000000001,2024-07-30,1,0,0,82.5,49.67333333333334,142.89419162443238,65.35388690302463,1.0,3.0,123.76,247.5,149.02,35.357142857142854,35.628571428571426,93.54620706978376,42.30069913865547,1.0,7.0,123.76,247.5,249.4,39.6,24.926666666666666,95.76500255461656,32.28347048671605,3.0,13.0,123.76,594.0,373.9,98.47999999999999,-1.9000000000000057,220.10000000000002,2,0,485.84500000000014,0
5317,2024-08-07,MAT-0099,0.0,24.76,612.3750000000001,587.6150000000001,2024-08-07,2,0,0,0.0,57.86000000000001,0.0,57.071271231680136,0.0,3.0,123.76,0.0,173.58,35.357142857142854,32.09428571428571,93.54620706978376,41.980880512102516,1.0,7.0,123.76,247.5,224.66,39.6,26.570666666666668,95.76500255461656,31.548418449530338,3.0,13.0,123.76,594.0,398.56,-173.58,22.840000000000003,195.44,3,0,485.84500000000014,0
5337,2024-08-08,MAT-0099,0.0,1.38,587.6150000000001,586.2350000000001,2024-08-08,3,0,0,0.0,49.96666666666667,0.0,64.96728510052836,0.0,3.0,123.76,0.0,149.9,35.357142857142854,28.755714285714287,93.54620706978376,43.56178059459265,1.0,7.0,123.76,247.5,201.29000000000002,36.3,26.66266666666667,96.25112244243478,31.467307630679322,2.0,14.0,123.76,544.5,399.94000000000005,-149.9,46.20999999999998,144.55999999999995,4,0,485.84500000000014,0
5407,2024-08-10,MAT-0099,0.0,49.51,586.2350000000001,536.7250000000001,2024-08-10,5,1,0,0.0,25.216666666666658,0.0,24.06824948626998,0.0,3.0,49.51,0.0,75.64999999999998,35.357142857142854,35.63142857142857,93.54620706978376,42.300817339846375,1.0,7.0,123.76,247.5,249.42000000000002,16.5,29.963333333333335,63.90422521242239,31.064871218299352,1.0,15.0,123.76,247.5,449.45000000000005,-75.64999999999998,-1.920000000000016,-201.95000000000005,5,0,485.84500000000014,0
5469,2024-08-13,MAT-0099,0.0,49.5,536.7250000000001,487.22500000000014,2024-08-13,1,0,0,0.0,33.46333333333333,0.0,27.78498215463409,0.0,3.0,49.51,0.0,100.38999999999999,35.357142857142854,39.167142857142856,93.54620706978376,42.27406167469824,1.0,7.0,123.76,247.5,274.17,16.5,31.613333333333337,63.90422521242239,31.42341271515025,1.0,15.0,123.76,247.5,474.20000000000005,-100.38999999999999,-26.670000000000016,-226.70000000000005,6,0,485.84500000000014,0
